x,y
0.371146,0.0225806
0.709175,0.683957
0.494604,0.255219
0.00439772,0.68582
0.146739,0.905499
0.0731812,0.815359
0.280885,0.0144126
0.987163,0.893825
0.0295502,0.411941
0.238868,0.656458
0.6436,0.308462
0.390533,0.243926
0.550365,0.565229
0.00115427,0.396964
0.352907,0.586458
0.778773,0.9709
0.642925,0.172124
0.829433,0.00224186
0.265725,0.849127
0.348291,0.138302
0.0905017,0.405029
0.586039,0.422785
0.839768,0.59462
0.0754799,0.242758
0.82966,0.295333
0.95027,0.75434
0.256214,0.728912
0.387145,0.882795
0.795938,0.197713
0.0074327,0.611528
0.61491,0.700168
0.495683,0.605392
0.519731,0.475972
0.84354,0.430613
0.593114,0.819795
0.59774,0.59175
0.139981,0.401812
0.327828,0.961712
0.0496713,0.663846
0.649364,0.508838
0.522526,0.57076
0.381126,0.783732
0.162153,0.221442
0.662209,0.7647
0.0550982,0.67293
0.745917,0.206836
0.900781,0.828903
0.383,0.792482
0.195107,0.915103
0.0551105,0.982092
0.643147,0.255376
0.957689,0.354033
0.989813,0.631897
0.0377059,0.954765
0.0191251,0.612381
0.905695,0.00188442
0.0703195,0.255962
0.96311,0.508446
0.21542,0.281331
0.826565,0.37618
0.665843,0.0920472
0.220836,0.606786
0.138412,0.176359
0.842831,0.965889
0.210705,0.167529
0.159666,0.727114
0.300938,0.738645
0.887566,0.111391
0.601464,0.93096
0.355625,0.67931
0.168235,0.934761
0.0423972,0.83078
0.125861,0.705288
0.365112,0.774075
0.388611,0.999904
0.561426,0.330396
0.835169,0.243919
0.344529,0.906359
0.159892,0.0952793
0.407643,0.262302
0.546246,0.822158
0.482645,0.349196
0.392371,0.412747
0.415659,0.278242
0.465661,0.170099
0.0436973,0.0437026
0.685348,0.920434
0.276709,0.00887979
0.38966,0.0956746
0.515928,0.0589053
0.771275,0.682238
0.49007,0.926747
0.252498,0.995689
0.206545,0.605264
0.245546,0.475869
0.683583,0.85837
0.304794,0.104919
0.838705,0.179801
0.917874,0.0884754
0.639125,0.17623
0.376642,0.573227
0.519114,0.106163
0.259543,0.27487
0.984454,0.961609
0.201275,0.719048
0.86504,0.449055
0.564646,0.325158
0.502217,0.542968
0.420383,0.829488
0.34447,0.480763
0.256606,0.261556
0.882795,0.566052
0.685841,0.00333021
0.883391,0.651811
0.918801,0.652996
0.0860596,0.218737
0.179634,0.778952
0.186846,0.542151
0.30749,0.0965291
0.780281,0.118478
0.930228,0.494456
0.219477,0.998673
0.34671,0.365449
0.993333,0.768998
0.834092,0.92187
0.644015,0.45824
0.98607,0.39784
0.848133,0.573038
0.339071,0.282323
0.286813,0.465634
0.337558,0.918807
0.627913,0.00835826
0.566157,0.662273
0.387465,0.474442
0.486986,0.214433
0.38315,0.774515
0.430207,0.959671
0.817383,0.409462
0.0262965,0.662555
0.540426,0.535685
0.951267,0.00810394
0.466238,0.810023
0.26577,0.867054
0.831254,0.00166103
0.894129,0.0733256
0.0812038,0.205334
0.274072,0.378739
0.928275,0.129133
0.699652,0.600707
0.302035,0.541971
0.392157,0.825684
0.392055,0.0844895
0.581653,0.972804
0.677756,0.825332
0.260186,0.630842
0.0884838,0.292378
0.758357,0.926383
0.321102,0.011634
0.392106,0.0761137
0.823853,0.667278
0.124518,0.411689
0.5325,0.486968
0.799161,0.513205
0.322843,0.575432
0.682552,0.155287
0.405641,0.987876
0.18613,0.692787
0.260477,0.834267
0.903798,0.132569
0.630546,0.161393
0.718172,0.89875
0.0314315,0.0760396
0.771839,0.769224
0.0997483,0.608063
0.533687,0.570457
0.331439,0.237522
0.640729,0.154901
0.791608,0.847906
0.38646,0.972456
0.723255,0.807503
0.102998,0.365486
0.495456,0.00543204
0.921626,0.105415
0.889946,0.483859
0.916658,0.0576108
0.929446,0.992295
0.958772,0.737524
0.911955,0.102664
0.845586,0.0181982
0.534221,0.194519
0.519948,0.176995
0.164825,0.315135
0.424248,0.0198128
0.0886315,0.443329
0.693315,0.36245
0.0225757,0.459359
0.0904647,0.599351
0.516998,0.255574
0.765429,0.272684
0.449658,0.826524
0.362384,0.0816783
0.187647,0.780844
0.433097,0.664016
0.17383,0.29839
0.472436,0.487332
0.524131,0.554812
0.326444,0.423556
0.366194,0.115179
0.415917,0.986115
0.269465,0.914325
0.774987,0.908294
0.0984627,0.399499
0.407269,0.917985
0.612897,0.919008
0.377066,0.504138
0.666243,0.479865
0.465536,0.638535
0.596388,0.084337
0.322152,0.739006
0.805948,0.646982
0.679567,0.856306
0.658324,0.142272
0.0334709,0.836761
0.717075,0.164054
0.725458,0.235423
0.170846,0.492372
0.154291,0.0837477
0.457338,0.531271
0.603242,0.665174
0.766587,0.534423
0.38624,0.755227
0.810225,0.204143
0.0210362,0.267118
0.26573,0.411881
0.202161,0.190538
0.938362,0.119877
0.679699,0.900045
0.331469,0.218432
0.631791,0.21158
0.88482,0.801644
0.89376,0.324795
0.937282,0.651554
0.0309045,0.680398
0.0567968,0.51122
0.448581,0.718907
0.399155,0.868718
0.45915,0.546606
0.28843,0.381095
0.680167,0.262107
0.72318,0.1303
0.500654,0.353243
0.199827,0.657006
0.162036,0.0612864
0.0241868,0.762546
0.644358,0.334597
0.376132,0.357247
0.22356,0.767336
0.0346813,0.881072
0.688924,0.91722
0.51143,0.508489
0.151702,0.117213
0.0799126,0.386406
0.338468,0.961011
0.540378,0.063238
0.97353,0.254887
0.061545,0.61094
0.760169,0.736669
0.696776,0.569702
0.0792049,0.230617
0.319018,0.753568
0.329793,0.30205
0.0246849,0.766149
0.52461,0.730478
0.390217,0.772652
0.912049,0.0941647
0.000166955,0.637796
0.207749,0.0939518
0.403533,0.24806
0.910127,0.242504
0.999417,0.0537968
0.147944,0.680881
0.187764,0.355414
0.52731,0.967398
0.149763,0.594493
0.801797,0.12076
0.969631,0.701767
0.927584,0.287671
0.70093,0.890502
0.602902,0.174175
0.326087,0.401387
0.310049,0.107021
0.837494,0.942797
0.737,0.477183
0.636757,0.708926
0.154957,0.760933
0.746761,0.62421
0.944502,0.0902471
0.140039,0.461478
0.485069,0.560286
0.306691,0.334095
0.677706,0.81788
0.366674,0.114294
0.861719,0.572521
0.609009,0.781406
0.988393,0.438871
0.477482,0.912385
0.806571,0.748089
0.94057,0.402655
0.556856,0.102059
0.328295,0.450276
0.777915,0.592773
0.224033,0.348966
0.818685,0.586914
0.324103,0.547959
0.758463,0.957715
0.170432,0.52365
0.952248,0.704611
0.226708,0.763576
0.167447,0.533446
0.0980196,0.167148
0.686496,0.536582
0.0177673,0.648914
0.490289,0.659552
0.877787,0.771158
0.0791709,0.704315
0.228202,0.256395
0.23831,0.406251
0.804158,0.874156
0.736918,0.625081
0.393209,0.283193
0.256821,0.309424
0.154843,0.257748
0.117032,0.500477
0.0672588,0.000560325
0.105095,0.117242
0.399317,0.12516
0.614757,0.526346
0.274877,0.945638
0.150486,0.595984
0.737056,0.929741
0.128782,0.148145
0.630389,0.279173
0.574699,0.96196
0.17364,0.369097
0.933899,0.542678
0.196093,0.240743
0.480306,0.855512
0.651869,0.449188
0.833047,0.449695
0.354017,0.147771
0.205273,0.98508
0.524712,0.405293
0.389763,0.0167055
0.556762,0.429064
0.902805,0.379371
0.299316,0.00360988
0.0589674,0.996141
0.113171,0.151465
0.337346,0.186976
0.290342,0.942864
0.517331,0.252106
0.142444,0.0639138
0.503951,0.845342
0.770296,0.819942
0.172332,0.940797
0.8179,0.272282
0.148926,0.696238
0.0855581,0.0209072
0.987552,0.735276
0.886779,0.293222
0.874773,0.933491
0.672059,0.171929
0.84042,0.283244
0.114655,0.705213
0.624314,0.0952325
0.704592,0.487735
0.57255,0.8285
0.895643,0.799988
0.751792,0.701904
0.270657,0.489152
0.228161,0.615317
0.0319657,0.645016
0.55679,0.761167
0.150282,0.118632
0.238371,0.908269
0.294045,0.0894277
0.333514,0.763974
0.0862952,0.264994
0.070823,0.698601
0.0950564,0.135357
0.414205,0.88524
0.400188,0.576995
0.950293,0.00222995
0.529104,0.578752
0.372304,0.778845
0.646224,0.734232
0.231452,0.69184
0.920164,0.770184
0.429498,0.677223
0.991529,0.0482775
0.494864,0.728485
0.113953,0.497407
0.406914,0.519597
0.159616,0.355454
0.702547,0.803179
0.211154,0.321619
0.378708,0.351206
0.471921,0.240473
0.147893,0.567978
0.669512,0.872344
0.0963956,0.235603
0.689815,0.87761
0.179525,0.129406
0.203364,0.977242
0.928734,0.469917
0.845301,0.858321
0.839823,0.575424
0.319996,0.427175
0.335923,0.142033
0.125037,0.157893
0.624472,0.880826
0.836008,0.455615
0.19925,0.463123
0.230287,0.293428
0.869925,0.0637062
0.981802,0.594189
0.121541,0.33991
0.0955886,0.806528
0.679925,0.237805
0.767102,0.504129
0.703523,0.188184
0.28116,0.55094
0.892401,0.901211
0.0898976,0.13777
0.0184615,0.478178
0.858393,0.206714
0.181875,0.234429
0.0407706,0.416031
0.00450167,0.734729
0.157038,0.945704
0.365063,0.375827
0.0782049,0.512073
0.431621,0.352235
0.155389,0.997749
0.647149,0.44055
0.319635,0.383669
0.0967337,0.699856
0.94843,0.321598
0.187282,0.114806
0.222595,0.183422
0.0663776,0.652572
0.227096,0.351178
0.0652742,0.917433
0.979999,0.990398
0.752713,0.0597142
0.303893,0.33734
0.2536,0.976541
0.616826,0.79222
0.0662473,0.430188
0.0180895,0.642966
0.945271,0.841022
0.172248,0.304189
0.0048269,0.461329
0.920578,0.923966
0.922454,0.543296
0.171447,0.918662
0.115853,0.0426198
0.180393,0.783879
0.990781,0.468252
0.863987,0.137691
0.646779,0.624952
0.548391,0.635764
0.867109,0.606508
0.0585578,0.620766
0.374431,0.0890891
0.290118,0.185092
0.688304,0.383588
0.286674,0.942911
0.844007,0.159667
0.424061,0.346435
0.958895,0.97545
0.301021,0.249469
0.649064,0.12166
0.984833,0.429585
0.799818,0.663637
0.366672,0.135688
0.981744,0.786305
0.474302,0.259151
0.410677,0.842758
0.10344,0.379086
0.641784,0.166154
0.959199,0.1009
0.0858563,0.715829
0.193634,0.694854
0.989626,0.668697
0.808784,0.359919
0.200668,0.967208
0.539851,0.539876
0.758895,0.463518
0.865067,0.332865
0.134038,0.00288149
0.519216,0.00113597
0.934957,0.282475
0.774823,0.578371
0.560483,0.370749
0.00676164,0.557337
0.578997,0.368424
0.983122,0.150595
0.741275,0.884068
0.132526,0.63605
0.779364,0.158194
0.00867926,0.7458
0.754764,0.245682
0.830421,0.230724
0.332269,0.563825
0.0136902,0.151777
0.455577,0.52633
0.0157932,0.798339
0.737459,0.173135
0.467748,0.471398
0.287184,0.765498
0.926672,0.357921
0.451833,0.626607
0.206623,0.787381
0.0323362,0.286846
0.444419,0.942239
0.216241,0.272198
0.530025,0.0455146
0.0495939,0.00578526
0.779284,0.704335
0.161776,0.635975
0.278181,0.827227
0.569315,0.544249
0.410224,0.849951
0.666143,0.775303
0.142895,0.593131
0.958447,0.755325
0.679356,0.920991
0.582533,0.598476
0.961305,0.335084
0.892456,0.151003
0.12866,0.315063
0.331381,0.329727
0.368973,0.609448
0.854283,0.37406
0.285846,0.619363
0.736912,0.468764
0.669182,0.997749
0.343409,0.66958
0.213393,0.74428
0.703929,0.844399
0.0365306,0.605988
0.777693,0.021252
0.380489,0.593806
0.618152,0.416669
0.601022,0.878445
0.865285,0.55638
0.800738,0.214327
0.547295,0.868567
0.972173,0.658568
0.555246,0.0200616
0.67497,0.96832
0.155346,0.146615
0.477664,0.209446
0.00628279,0.303656
0.888836,0.0683473
0.0288247,0.404912
0.303386,0.345649
0.532714,0.360223
0.901257,0.174892
0.248056,0.0759452
0.268263,0.921697
0.720272,0.0473433
0.230513,0.968807
0.298423,0.215954
0.0497884,0.452318
0.134265,0.857566
0.831551,0.222046
0.118345,0.582247
0.172237,0.737145
0.782287,0.313452
0.0940409,0.240094
0.311548,0.897267
0.457164,0.423875
0.0028553,0.965549
0.976367,0.889277
0.609663,0.581048
0.121022,0.259559
0.561576,0.0684673
0.416742,0.168426
0.550397,0.0355992
0.402074,0.483434
0.628514,0.77574
0.0714066,0.0100446
0.876691,0.363133
0.766997,0.973393
0.201478,0.489379
0.0739921,0.846477
0.365381,0.721791
0.0745598,0.5925
0.432752,0.261006
0.071064,0.163218
0.402872,0.288629
0.502649,0.614024
0.231993,0.503314
0.320237,0.559554
0.181226,0.793899
0.553922,0.0325959
0.129887,0.727567
0.564454,0.0113543
0.300457,0.235118
0.135422,0.0261791
0.775391,0.594069
0.238567,0.229333
0.537195,0.715338
0.388392,0.0252314
0.2005,0.304229
0.721511,0.436427
0.490069,0.0343221
0.263618,0.721456
0.859621,0.0492733
0.584088,0.0127938
0.568854,0.81617
0.866995,0.033286
0.128787,0.0804876
0.71949,0.115472
0.208901,0.774167
0.630704,0.969916
0.0724178,0.870082
0.593011,0.827693
0.0321644,0.315306
0.139844,0.447096
0.217117,0.373155
0.548888,0.112182
0.68806,0.636812
0.266275,0.923746
0.730063,0.832624
0.414337,0.338357
0.407404,0.752485
0.140746,0.0985918
0.11816,0.1264
0.453884,0.973643
0.108045,0.784627
0.900949,0.643752
0.0868248,0.949051
0.783627,0.540702
0.584288,0.549451
0.775368,0.413778
0.939594,0.763428
0.650724,0.322314
0.563485,0.812886
0.687187,0.502637
0.373493,0.533381
0.32845,0.452928
0.911101,0.854984
0.723663,0.144494
0.84432,0.655464
0.324993,0.390385
0.231458,0.175703
0.392819,0.518381
0.393047,0.726138
0.472835,0.582544
0.935289,0.26374
0.315611,0.62722
0.0805583,0.206468
0.303404,0.285509
0.665965,0.0081812
0.268349,0.709113
0.725639,0.531795
0.554092,0.721446
0.375285,0.167005
0.425845,0.204121
0.0966888,0.845437
0.166483,0.59471
0.852607,0.597036
0.993865,0.790645
0.07127,0.74064
0.995946,0.911477
0.204839,0.657234
0.549473,0.901635
0.00238366,0.837592
0.400799,0.610119
0.233236,0.424245
0.884487,0.139416
0.428658,0.0144507
0.724367,0.234121
0.459767,0.911723
0.158543,0.498185
0.679405,0.675283
0.33311,0.944222
0.161417,0.183593
0.583024,0.585649
0.779251,0.252045
0.79993,0.377624
0.712991,0.835549
0.919354,0.110219
0.151527,0.433458
0.893615,0.928632
0.717244,0.689239
0.799968,0.401708
0.948244,0.0601952
0.187612,0.915546
0.716484,0.647306
0.631548,0.356196
0.628601,0.566972
0.0358304,0.180091
0.333824,0.661546
0.871676,0.926967
0.801965,0.371232
0.311309,0.346785
0.197995,0.0319847
0.356711,0.219334
0.221255,0.607419
0.64584,0.693242
0.596441,0.264651
0.87596,0.579448
0.586956,0.565001
0.909639,0.47111
0.0831982,0.135097
0.00678697,0.239946
0.266421,0.463772
0.0407488,0.423741
0.20067,0.0882988
0.877541,0.301907
0.994452,0.292156
0.797445,0.767369
0.137529,0.496161
0.97081,0.588302
0.350657,0.948104
0.957298,0.149093
0.712663,0.548074
0.812981,0.0326355
0.179498,0.981645
0.961843,0.508542
0.0781377,0.243128
0.533177,0.279934
0.960321,0.470062
0.777343,0.748963
0.918526,0.104301
0.0186944,0.938191
0.857797,0.990981
0.0615601,0.0453541
0.362378,0.396082
0.48643,0.260462
0.397944,0.322061
0.630359,0.274114
0.197746,0.385524
0.306044,0.607875
0.99047,0.266438
0.429532,0.0695476
0.297571,0.293883
0.228474,0.308686
0.79417,0.612311
0.403765,0.917469
0.524696,0.0600293
0.351368,0.0916956
0.34613,0.193492
0.528204,0.404736
0.657355,0.808793
0.410727,0.362973
0.506364,0.982006
0.483014,0.872188
0.330073,0.837831
0.176475,0.667276
0.590576,0.189104
0.148792,0.88936
0.494423,0.883429
0.79076,0.675055
0.811353,0.910866
0.768406,0.387037
0.719768,0.0180862
0.330057,0.153384
0.573921,0.196164
0.180549,0.590336
0.895628,0.460105
0.243749,0.142041
0.396721,0.281025
0.143555,0.329464
0.485827,0.287717
0.643438,0.543073
0.684571,0.863409
0.0830079,0.560284
0.337126,0.473657
0.805549,0.538382
0.943221,0.357913
0.568162,0.186013
0.462968,0.199137
0.468699,0.212551
0.543907,0.724997
0.0976209,0.885312
0.413131,0.661166
0.876172,0.860891
0.328552,0.699596
0.721035,0.845098
0.338553,0.977811
0.179513,0.251863
0.0465689,0.704991
0.671567,0.200927
0.0820197,0.351603
0.350821,0.403309
0.668748,0.678599
0.979472,0.916735
0.317586,0.872752
0.617572,0.51301
0.113673,0.180564
0.767931,0.865716
0.399802,0.488238
0.890094,0.725339
0.0483636,0.881066
0.664489,0.0600767
0.608192,0.637577
0.237768,0.44691
0.416018,0.743825
0.547644,0.174577
0.18616,0.771701
0.896528,0.512844
0.682647,0.323496
0.648065,0.506846
0.681009,0.178541
0.0113819,0.415187
0.541082,0.306987
0.862224,0.57031
0.145203,0.979246
0.901484,0.508462
0.847909,0.622918
0.709251,0.718925
0.578285,0.941611
0.188516,0.86068
0.67577,0.213112
0.0962616,0.295624
0.0687352,0.841621
0.100726,0.652822
0.346343,0.874053
0.421274,0.208296
0.366173,0.115069
0.75561,0.94193
0.974264,0.862178
0.0934859,0.393324
0.46074,0.117451
0.813202,0.548727
0.211251,0.626029
0.325176,0.237904
0.121532,0.263546
0.445969,0.204745
0.875287,0.479929
0.451978,0.416163
0.63955,0.890268
0.460363,0.679163
0.600774,0.625722
0.43574,0.248741
0.130679,0.77819
0.130521,0.292333
0.872656,0.718537
0.00319511,0.614144
0.240937,0.603827
0.70588,0.244318
0.0632075,0.980639
0.0400605,0.758269
0.00483292,0.0610895
0.138933,0.0956125
0.53346,0.710205
0.55039,0.624902
0.372051,0.510884
0.848944,0.574095
0.16073,0.914987
0.150899,0.221362
0.0076502,0.913934
0.662827,0.215653
0.408073,0.138756
0.169302,0.795059
0.67524,0.960861
0.0622541,0.256376
0.12784,0.000466582
0.83835,0.883234
0.0686395,0.832414
0.783796,0.258236
0.45959,0.410617
0.405525,0.384622
0.462013,0.967678
0.515779,0.760087
0.84825,0.90521
0.351051,0.145195
0.909482,0.945278
0.78813,0.21947
0.582939,0.194569
0.191,0.240704
0.331127,0.385151
0.953032,0.0632232
0.336507,0.669287
0.276889,0.273813
0.877134,0.597048
0.0590649,0.0343471
0.999749,0.241143
0.222947,0.377322
0.0252294,0.137967
0.92092,0.429357
0.444351,0.0656544
0.305986,0.85073
0.441137,0.257802
0.972397,0.101651
0.614239,0.0254811
0.469365,0.324828
0.124588,0.116572
0.00853996,0.321082
0.906201,0.108439
0.312206,0.80599
0.235227,0.870115
0.676057,0.362543
0.6697,0.457791
0.825379,0.485385
0.34259,0.225856
0.119345,0.221555
0.270185,0.671193
0.708743,0.160604
0.107491,0.807697
0.224424,0.297963
0.218543,0.304079
0.47953,0.426617
0.366685,0.320602
0.930203,0.823829
0.755817,0.149921
0.801977,0.837645
0.624375,0.813591
0.911292,0.780962
0.181248,0.703482
0.0174813,0.689392
0.39152,0.159657
0.294893,0.149509
0.305511,0.761216
0.799968,0.530807
0.0807711,0.246546
0.187468,0.469334
0.215007,0.939362
0.900107,0.664067
0.130357,0.155634
0.890297,0.737724
0.931314,0.555752
0.454851,0.481951
0.307594,0.204872
0.49979,0.981618
0.941458,0.358382
0.979556,0.574206
0.904089,0.707678
0.598981,0.655009
0.692075,0.820807
0.0610683,0.0142293
0.0783018,0.315013
0.275975,0.0726652
0.976158,0.197551
0.310675,0.104184
0.10807,0.422409
0.367415,0.221935
0.365601,0.361786
0.64685,0.0846533
0.207842,0.833512
0.578241,0.213161
0.396506,0.961041
0.934669,0.28579
0.841698,0.822382
0.599401,0.822622
0.451343,0.996509
0.0535483,0.218075
0.286079,0.304225
0.126069,0.0552337
0.303946,0.535547
0.908119,0.618536
0.359654,0.591044
0.683737,0.223853
0.509927,0.133061
0.333436,0.880375
0.00999484,0.331796
0.227722,0.454509
0.245547,0.579943
0.67539,0.171906
0.0543978,0.951988
0.142381,0.4917
0.244151,0.0768439
0.780961,0.322701
0.936497,0.503557
0.699333,0.32425
0.259126,0.688279
0.056492,0.692825
0.515667,0.744455
0.648851,0.968469
0.089425,0.0181651
0.645964,0.786586
0.609902,0.566278
0.263216,0.786839
0.413742,0.0341614
0.539741,0.155501
0.610603,0.20589
0.159412,0.165327
0.507054,0.739383
0.508531,0.939772
0.556795,0.829052
0.595451,0.886049
0.433588,0.517744
0.553597,0.153595
0.134267,0.506372
0.575137,0.539465
0.272501,0.631326
0.444458,0.996198
0.775971,0.544994
0.272998,0.476988
0.0924071,0.647318
0.406394,0.154117
0.240302,0.529081
0.622622,0.646619
0.78865,0.787559
0.485644,0.146186
0.818396,0.58954
0.574512,0.465477
0.0701091,0.827154
0.111551,0.332818
0.945156,0.839151
0.174761,0.210043
0.341386,0.720495
0.0237086,0.164115
0.921325,0.0967079
0.137149,0.904124
0.361859,0.659262
0.822229,0.94391
0.579941,0.269671
0.327019,0.503982
0.878367,0.492196
0.60173,0.947867
0.0552775,0.225275
0.474945,0.69245
0.324628,0.798015
0.341691,0.770684
0.448022,0.985467
0.966543,0.232944
0.30215,0.776512
0.635873,0.119788
0.826278,0.960545
0.0325145,0.13286
0.700181,0.130296
0.333359,0.161661
0.267644,0.188054
0.308119,0.525813
0.669396,0.674307
0.33906,0.760981
0.0400607,0.187981
0.76574,0.99458
0.371896,0.0788649
0.363084,0.54164
0.791773,0.927424
0.0473711,0.136377
0.00619994,0.626541
0.691964,0.725753
0.133858,0.583638
0.820133,0.414032
0.393117,0.729725
0.597726,0.321
0.70866,0.0155522
0.622167,0.895896
0.493843,0.350922
0.109937,0.440788
0.703482,0.799232
0.993051,0.470767
0.580778,0.285918
0.706849,0.896646
0.823276,0.166368
0.809337,0.0418042
0.717527,0.957567
0.260315,0.0996282
0.277141,0.153259
0.113772,0.681829
0.290715,0.459384
0.763,0.0425397
0.208547,0.367084
0.56612,0.655551
0.906327,0.861539
0.0683169,0.181892
0.198624,0.498274
0.61031,0.894574
0.393235,0.326005
0.751707,0.11153
0.779967,0.738234
0.366763,0.710708
0.230736,0.125196
0.40082,0.45351
0.824302,0.239974
0.635531,0.0757333
0.89942,0.125943
0.55739,0.60866
0.199808,0.286747
0.451413,0.153345
0.696858,0.662639
0.83369,0.417309
0.367276,0.539866
0.538323,0.315017
0.471236,0.609195
0.113693,0.574442
0.517851,0.103604
0.389284,0.287611
0.129907,0.325273
0.460826,0.89079
0.676915,0.91722
0.706563,0.0436381
0.0424374,0.0126171
0.655056,0.648129
0.268437,0.0688835
0.419499,0.0622348
0.826525,0.238136
0.132908,0.176631
0.00545159,0.798736
0.448504,0.329303
0.976727,0.86728
0.792825,0.508651
0.514313,0.182517
0.242551,0.437829
0.339768,0.00417048
0.113668,0.42371
0.603612,0.412485
0.747447,0.571899
0.789903,0.763115
0.171256,0.950799
0.641537,0.299004
0.886068,0.536079
0.597183,0.984968
0.513772,0.919779
0.491675,0.364501
0.874742,0.952079
0.802893,0.815321
0.768531,0.0638713
0.359149,0.149123
0.836748,0.813317
0.171969,0.95397
0.0220538,0.347067
0.782576,0.833662
0.59728,0.812746
0.560484,0.486459
0.8141,0.954223
0.477858,0.169617
0.625505,0.896316
0.648944,0.53983
0.849231,0.808142
0.0539681,0.909586
0.492185,0.34972
0.903595,0.933746
0.823749,0.346784
0.523977,0.209318
0.139913,0.0663303
0.148657,0.885097
0.980378,0.84917
0.76815,0.975586
0.708564,0.282277
0.20113,0.538882
0.953581,0.401449
0.982175,0.991339
0.0706859,0.184545
0.744317,0.237147
0.568371,0.688518
0.103753,0.340223
0.0351735,0.61002
0.773325,0.571597
0.285637,0.785151
0.980209,0.0160835
0.55538,0.854217
0.794586,0.984657
0.532804,0.97766
0.513575,0.888222
0.407969,0.592193
0.015945,0.274181
0.688069,0.122898
0.6582,0.788104
0.490471,0.10326
0.902504,0.151382
0.625478,0.0133815
0.83438,0.215164
0.308101,0.24921
0.29811,0.512856
0.451581,0.24447
0.704809,0.0200272
0.132339,0.348088
0.53617,0.296451
0.18273,0.863678
0.621689,0.320394
0.993639,0.116486
0.805834,0.104696
0.767464,0.7438
0.702562,0.0108358
0.44408,0.336031
0.846507,0.0422058
0.533649,0.86175
0.682687,0.202468
0.161118,0.696503
0.420814,0.97978
0.945529,0.621874
0.48032,0.797496
0.1715,0.856391
0.649067,0.415987
0.859542,0.568639
0.0868081,0.324038
0.890283,0.892525
